name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jordan McCoy,26,0.265,0.21600000000000003,0.5,0.28600000000000003,0.25,0.25,2011-12,Fla.Atlantic
Kore White,18,0.165,0.16399999999999998,0.643,0.04,0.07400000000000001,0.5,2011-12,Fla.Atlantic
Kelvin Penn,15,0.302,0.318,0.5379999999999999,0.2,0.4,1,2011-12,Fla.Atlantic
Greg Gantt,13,0.139,0.125,0.545,0.023,0,0,2011-12,Fla.Atlantic
Andre Mattison,8,0.368,0.273,0.429,0.077,0,0,2011-12,Fla.Atlantic
Pablo Bertone,6,0.07400000000000001,0.065,0.4,0.018000000000000002,0,0,2011-12,Fla.Atlantic
Dennis Mavin,5,0.055,0.038,0.33299999999999996,0.032,0,0,2011-12,Fla.Atlantic
Shavar Richardson,4,0.031,0.055999999999999994,1,0.048,0.03,0.33299999999999996,2011-12,Fla.Atlantic
Alex Tucker,4,0.055,0.069,0.667,0.023,0,0,2011-12,Fla.Atlantic
Raymond Taylor,1,0,0,NA,0.021,0,0,2011-12,Fla.Atlantic
Total,100,0.131,0.128,0.532,0.04,0.033,0.28600000000000003,2011-12,Fla.Atlantic
