shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.341,0.513,0.162,0.612,2014-15,Monmouth
2pt Jumpers,0.23399999999999999,0.34,0.051,0.358,2014-15,Monmouth
3pt Shots,0.424,0.342,0.012,0.34600000000000003,2014-15,Monmouth
