name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Brice Kofane,27,0.255,0.28300000000000003,0.5770000000000001,0.013999999999999999,0.034,1,2014-15
Deon Jones,13,0.066,0.064,0.556,0.036000000000000004,0.044000000000000004,0.5,2014-15
Chris Brady,8,0.121,0.095,0.5,0,0,NA,2014-15
Zac Tillman,7,0.099,0.154,0.857,0,0,NA,2014-15
Max Dileo,6,0.079,0.026000000000000002,0.16699999999999998,0,0,NA,2014-15
Andrew Nicholas,5,0.086,0.04,0.2,0,0,NA,2014-15
Austin Tilghman,4,0.073,0.059000000000000004,0.33299999999999996,0.1,0,0,2014-15
Justin Robinson,3,0.01,0.019,1,0.011000000000000001,0.028999999999999998,1,2014-15
Josh James,1,0.032,0,0,0,0,NA,2014-15
Total,74,0.08900000000000001,0.087,0.515,0.015,0.024,0.5710000000000001,2014-15
