name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Khem Birch,59,0.294,0.22899999999999998,0.48,0.12,0.2,0.444,2013-14
Roscoe Smith,37,0.268,0.28600000000000003,0.706,0.027999999999999997,0.023,0.33299999999999996,2013-14
Bryce Dejean-Jones,14,0.102,0.11800000000000001,0.727,0.022000000000000002,0.021,0.33299999999999996,2013-14
Christian Wood,10,0.16699999999999998,0.138,0.5710000000000001,0.12,0,0,2013-14
Kevin Olekaibe,5,0.061,0.042,0.33299999999999996,0.04,0.053,0.5,2013-14
Jelan Kendrick,4,0.068,0.08,0.667,0,0,NA,2013-14
Carlos Lopez-Sosa,4,0.08,0.071,0.5,0.154,NA,0,2013-14
Kendall Smith,4,0.036000000000000004,0.036000000000000004,0.5,0.053,0.091,0.5,2013-14
Deville Smith,3,0.027000000000000003,0.022000000000000002,0.5,0.02,0.05,1,2013-14
Jamal Aytes,2,0.33299999999999996,0.5,1,0,0,NA,2013-14
Demetris Morant,1,0,0,NA,0.25,0,0,2013-14
Daquan Cook,1,0,NA,NA,0.05,0,0,2013-14
Total,144,0.16399999999999998,0.159,0.586,0.045,0.043,0.33299999999999996,2013-14
