name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season,team
Zeek Woodley,405.99999999999994,0.652,0.602,0.32799999999999996,0.684,0.604,0.32799999999999996,0.511,0.441,0.345,0.40700000000000003,0.86,0.369,0.887,2015-16,NorthwesternSt.
Sabri Thompson,273,0.5730000000000001,0.535,0.311,0.518,0.341,0.161,0.409,0.5,0.527,0.389,0.875,0.278,0.816,2015-16,NorthwesternSt.
Devonte Hall,242,0.5,0.44799999999999995,0.306,0.527,0.051,0.483,0.376,0.045,0.21100000000000002,0.33299999999999996,0.529,0.45,0.706,2015-16,NorthwesternSt.
Ishmael Lane,212,0.597,0.5660000000000001,0.561,0.672,0.688,0.434,0.435,0.675,0.005,0,NA,0.5710000000000001,0.6779999999999999,2015-16,NorthwesternSt.
Ta'Jon Welcome,129,0.506,0.473,0.287,0.649,0.667,0.217,0.46399999999999997,0.154,0.496,0.25,1,0.233,0.767,2015-16,NorthwesternSt.
Tra'Von Joseph,100,0.457,0.41,0.45,0.467,0.429,0.31,0.258,0.25,0.24,0.33299999999999996,1,0.29,0.759,2015-16,NorthwesternSt.
Matt Killian,88,0.4710000000000001,0.43799999999999994,0.455,0.45,0.444,0.17,0.267,0.25,0.375,0.33299999999999996,0.909,0.307,0.667,2015-16,NorthwesternSt.
Bailey Walker,65,0.54,0.508,0.24600000000000002,0.375,0,0.32299999999999995,0.28600000000000003,0,0.431,0.5,0.643,0.292,0.737,2015-16,NorthwesternSt.
Reginald Kissoonlal,63,0.51,0.46799999999999997,0.095,0.667,0.75,0.127,0.375,1,0.778,0.306,1,0.28600000000000003,0.778,2015-16,NorthwesternSt.
Malik Metoyer,52,0.521,0.48100000000000004,0.28800000000000003,0.733,0.636,0.231,0.41700000000000004,0.4,0.48100000000000004,0.24,1,0.462,0.667,2015-16,NorthwesternSt.
Levi Yancy,36,0.466,0.389,0.33299999999999996,0.583,0.429,0.611,0.318,0.857,0.055999999999999994,0,NA,0.278,1,2015-16,NorthwesternSt.
Jalan West,13,0.8390000000000002,0.846,0.077,1,0,0.154,0.5,0,0.769,0.6,0.5,0.308,0.75,2015-16,NorthwesternSt.
Daniel Hazlewood,4,0.375,0.375,0,NA,NA,0,NA,NA,1,0.25,1,0,NA,2015-16,NorthwesternSt.
Cody Cambre,3,0.256,0,0,NA,NA,0,NA,NA,1,0,NA,2,0.5,2015-16,NorthwesternSt.
"FILMORE,JOSHUA",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-16,NorthwesternSt.
Total,1686,0.561,0.518,0.34600000000000003,0.593,0.5,0.311,0.413,0.387,0.34299999999999997,0.358,0.845,0.37,0.7659999999999999,2015-16,NorthwesternSt.
