shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.295,0.551,0.152,0.65,2016-17,California
2pt Jumpers,0.38,0.344,0.086,0.376,2016-17,California
3pt Shots,0.325,0.32799999999999996,0.01,0.331,2016-17,California
