shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.292,0.618,0.098,0.685,2016-17,Samford
2pt Jumpers,0.306,0.375,0.031,0.387,2016-17,Samford
3pt Shots,0.402,0.331,0.002,0.332,2016-17,Samford
