name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Juwan Morgan,38,0.145,0.139,0.667,0.021,0,0,2018-19
Justin Smith,32,0.17800000000000002,0.196,0.69,0.059000000000000004,0.077,0.33299999999999996,2018-19
Romeo Langford,18,0.09,0.10800000000000001,0.769,0.024,0,0,2018-19
Evan Fitzner,9,0.42100000000000004,0.455,0.625,0.04,0,0,2018-19
De'Ron Davis,8,0.081,0.087,0.8,0.079,0.071,0.33299999999999996,2018-19
Rob Phinisee,5,0.019,0.021,0.5,0.083,0,0,2018-19
Jake Forrester,3,0.16699999999999998,0.1,0.33299999999999996,0,0,NA,2018-19
Clifton Moore,2,0.2,0.25,1,0.16699999999999998,0.33299999999999996,1,2018-19
Aljami Durham,2,0.013999999999999999,0.026000000000000002,1,0.021,0,0,2018-19
Total,117,0.11,0.121,0.684,0.034,0.019,0.2,2018-19
