name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Ryan Cook,25,0.154,0.17800000000000002,0.65,0.045,0.043,0.4,2012-13
Chase Plummer,22,0.11199999999999999,0.131,0.5,0,0,NA,2012-13
Adrian Satchell,20,0.275,0.324,0.632,0.024,0,0,2012-13
Brett Roseboro,19,0.14300000000000002,0.16699999999999998,0.688,0.051,0,0,2012-13
Malik Garner,7,0.122,0.045,0.2,0.083,0,0,2012-13
Jamar Wertz,3,0.091,0.16699999999999998,1,0.091,0.125,0.5,2012-13
Joey Getz,3,0.057999999999999996,0.107,1,0,0,NA,2012-13
Jordan Wejnert,2,0.2,0.33299999999999996,1,0.2,0,0,2012-13
Aaron Morgan,1,0.032,0.083,1,0,0,NA,2012-13
Quentin Jones,1,0.04,0,0,0,0,NA,2012-13
Brian Neller,1,0,0,NA,0.037000000000000005,0,0,2012-13
Nate Basalyga,1,0.5,1,1,0,NA,NA,2012-13
Total,105,0.13,0.156,0.611,0.033,0.019,0.2,2012-13
