name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Obi Toppin,16,0.07400000000000001,0.083,0.9329999999999999,0.01,0.022000000000000002,1,2019-20
Trey Landers,14,0.1,0.086,0.667,0.05,0.14300000000000002,1,2019-20
Ryan Mikesell,12,0.073,0.034,0.33299999999999996,0.10800000000000001,0.222,1,2019-20
Jordy Tshimanga,8,0.222,0.182,0.667,0.083,0.083,0.5,2019-20
Ibi Watson,4,0.035,0.025,0.5,0.022000000000000002,0.043,1,2019-20
Jhery Matos,3,0.111,0,0,0.222,0,0,2019-20
Chase Johnson,2,0.11800000000000001,0.067,0.5,0,0,NA,2019-20
Rodney Chatman,1,0,0,NA,0.053,0,0,2019-20
Jalen Crutcher,1,0,0,NA,0,0,NA,2019-20
Total,61,0.063,0.06,0.682,0.037000000000000005,0.057999999999999996,0.6920000000000001,2019-20
