shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.38,0.628,0.073,0.6779999999999999,2013-14
2pt Jumpers,0.268,0.379,0.051,0.39899999999999997,2013-14
3pt Shots,0.35200000000000004,0.348,0,0.348,2013-14
