shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.33899999999999997,0.603,0.06,0.642,2011-12
2pt Jumpers,0.366,0.35700000000000004,0.054000000000000006,0.377,2011-12
3pt Shots,0.29600000000000004,0.33899999999999997,0.004,0.341,2011-12
