shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.373,0.622,0.084,0.679,2019-20
2pt Jumpers,0.193,0.39,0.032,0.402,2019-20
3pt Shots,0.434,0.322,0.003,0.32299999999999995,2019-20
