name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Kelvin Penn,30,0.358,0.365,0.655,0.091,0.16699999999999998,1,2013-14
Justin Raffington,29,0.20600000000000002,0.205,0.654,0.026000000000000002,0.024,0.33299999999999996,2013-14
Jackson Trapp,11,0.13699999999999998,0.22699999999999998,0.7140000000000001,0.069,0.05,0.25,2013-14
Pablo Bertone,5,0.018000000000000002,0.028999999999999998,1,0.015,0.024,0.667,2013-14
Dragan Sekelja,4,0.073,0.094,0.75,0,0,NA,2013-14
Richard Morrow,4,0.034,0,0,0.091,0.182,0.667,2013-14
Javier Lacunza,3,0.2,0.25,0.5,0.125,0,0,2013-14
Grant Pelchen,3,0.25,0.28600000000000003,0.667,0,0,NA,2013-14
D'Andre Johnson,2,0.036000000000000004,0.038,0.5,0,0,NA,2013-14
Tyler Pate,1,0,0,NA,0,NA,NA,2013-14
Brian Hornstein,1,0,NA,NA,1,NA,0,2013-14
Marquan Botley,1,0.018000000000000002,0.038,1,0,0,NA,2013-14
Total,94,0.131,0.151,0.662,0.028999999999999998,0.035,0.43799999999999994,2013-14
