shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.332,0.509,0.16899999999999998,0.612,2013-14,Virginia
2pt Jumpers,0.332,0.332,0.067,0.35600000000000004,2013-14,Virginia
3pt Shots,0.335,0.32299999999999995,0.005,0.324,2013-14,Virginia
