shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.39899999999999997,0.693,0.054000000000000006,0.733,2019-20
2pt Jumpers,0.265,0.42100000000000004,0.04,0.439,2019-20
3pt Shots,0.336,0.384,0.003,0.385,2019-20
