name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Rakim Lubin,20,0.121,0.16399999999999998,0.833,0.195,0.35700000000000004,0.625,2016-17
Tavrion Dawson,19,0.109,0.152,0.9229999999999999,0.055,0.059000000000000004,0.5,2016-17
Darin Johnson,10,0.08800000000000001,0.111,0.7,0,0,NA,2016-17
Aaron Parks,8,0.047,0.048,0.6,0.021,0,0,2016-17
Dylan Johns,7,0.2,0.267,0.8,0.08,0,0,2016-17
Micheal Warren,6,0.107,0.129,0.667,0,0,NA,2016-17
Kendall Smith,6,0.022000000000000002,0.027000000000000003,0.667,0.016,0.019,0.5,2016-17
Theus Reggie,5,0.125,0.16699999999999998,0.6,0,0,NA,2016-17
Mahamadou Kaba-Camara,5,0.267,0.111,0.25,0.25,0.5,1,2016-17
Jerron Wilbut,1,0,0,NA,0.053,0.14300000000000002,1,2016-17
Jason Richardson,1,0.125,0.2,1,0,0,NA,2016-17
Total,88,0.087,0.111,0.7340000000000001,0.039,0.046,0.478,2016-17
