name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Mike Kirkland,19,0.18600000000000003,0.154,0.42100000000000004,0,0,NA,2014-15,Fairfield
Amadou Sidibe,18,0.247,0.262,0.611,0,0,NA,2014-15,Fairfield
Marcus Gilbert,16,0.128,0.1,0.5,0.015,0,0,2014-15,Fairfield
Coleman Johnson,14,0.292,0.36,0.643,0,0,NA,2014-15,Fairfield
K.J. Rose,6,0.083,0.071,0.33299999999999996,0,0,NA,2014-15,Fairfield
Tyler Nelson,4,0.08900000000000001,0.115,0.75,0,0,NA,2014-15,Fairfield
Malcolm Gilbert,4,0.214,0.25,0.33299999999999996,0.062,0.25,1,2014-15,Fairfield
Kevin Degnan,2,0.1,0.16699999999999998,1,0,0,NA,2014-15,Fairfield
Steve Johnston,1,0.083,0.14300000000000002,1,0,NA,NA,2014-15,Fairfield
Total,84,0.142,0.14800000000000002,0.5429999999999999,0.005,0.008,0.5,2014-15,Fairfield
