shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.293,0.5670000000000001,0.141,0.659,2012-13
2pt Jumpers,0.429,0.36,0.08199999999999999,0.392,2012-13
3pt Shots,0.27699999999999997,0.317,0.002,0.318,2012-13
