start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.095,0.5670000000000001,0.423,0.617,0.204,0.31,0.373,0.434,2012-13
"Rebound, 11-30 s",0.262,0.523,0.255,0.66,0.385,0.325,0.36,0.426,2012-13
"Opp score, 0-10 s",0.065,0.5720000000000001,0.33,0.594,0.33,0.344,0.34,0.515,2012-13
"Opp score, 11-30 s",0.389,0.513,0.249,0.6,0.336,0.39299999999999996,0.415,0.37200000000000005,2012-13
"Steal, 0-10 s",0.053,0.595,0.532,0.69,0.203,0.375,0.266,0.381,2012-13
"Steal, 11-30 s",0.024,0.47200000000000003,0.222,0.375,0.306,0.455,0.47200000000000003,0.353,2012-13
Transition,0.212,0.575,0.42100000000000004,0.634,0.242,0.33799999999999997,0.336,0.449,2012-13
