name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Dylan Ostekowski,52,0.371,0.39399999999999996,0.6509999999999999,0.102,0.156,0.556,2018-19,Texas
Jaxson Hayes,17,0.1,0.096,0.833,0.102,0,0,2018-19,Texas
Jericho Sims,11,0.10099999999999999,0.057999999999999996,0.429,0.121,0,0,2018-19,Texas
Hamm Royce,10,0.364,0.429,0.75,0.182,0,0,2018-19,Texas
Courtney Ramey,9,0.067,0.09699999999999999,0.75,0.071,0.105,0.4,2018-19,Texas
Jase Febres,4,0.087,0,0,0.071,0.091,0.5,2018-19,Texas
Kamaka Hepa,3,0.2,0.33299999999999996,1,0.25,NA,0,2018-19,Texas
Kerwin Roach II,3,0.027999999999999997,0.043,1,0,0,NA,2018-19,Texas
Matt Coleman III,3,0.015,0,0,0.017,0.045,1,2018-19,Texas
Gerald Liddell,2,0.25,0.5,1,0.14300000000000002,0.33299999999999996,1,2018-19,Texas
Elijah Mitrou-Long,1,0.017,0.043,1,0,0,NA,2018-19,Texas
Blake Nevins,1,0.5,0,0,NA,NA,NA,2018-19,Texas
Total,116,0.129,0.133,0.667,0.057,0.06,0.344,2018-19,Texas
