shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.38299999999999995,0.556,0.11199999999999999,0.626,2013-14,Lehigh
2pt Jumpers,0.285,0.348,0.052000000000000005,0.368,2013-14,Lehigh
3pt Shots,0.332,0.34,0.006,0.342,2013-14,Lehigh
