shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.42200000000000004,0.588,0.1,0.653,2013-14
2pt Jumpers,0.289,0.36700000000000005,0.062,0.392,2013-14
3pt Shots,0.289,0.38,0.013999999999999999,0.386,2013-14
