name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Andre Kennedy,24,0.133,0.111,0.588,0.037000000000000005,0.03,0.28600000000000003,2018-19
Gerron Scissum,15,0.174,0.14,0.5,0.027999999999999997,0,0,2018-19
Evan Wiley,9,0.214,0.267,0.667,0.040999999999999995,0,0,2018-19
Shaquille Seville,4,0.087,0.14300000000000002,1,0.25,0,0,2018-19
Jalen Reeder,4,0.054000000000000006,0.077,1,0.012,0,0,2018-19
Arthur Johnson,4,0.08199999999999999,0.062,0.5,0,0,NA,2018-19
Brandon Miller,3,0.081,0.067,0.33299999999999996,0,0,NA,2018-19
",WALTER",2,0.05,0.043,0.5,0,0,NA,2018-19
Amari Goulbourne,2,0.25,0.33299999999999996,1,0,0,NA,2018-19
Jones Walter,2,0.125,0,0,0.125,0,0,2018-19
"TODD,TRE",1,0.024,0.048,1,0,0,NA,2018-19
Brandon  Wright,1,0.036000000000000004,0,0,0,0,NA,2018-19
Total,71,0.1,0.09699999999999999,0.585,0.025,0.009000000000000001,0.125,2018-19
