name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Corey Petros,36,0.136,0.18100000000000002,0.84,0.11699999999999999,0.146,0.545,2012-13
Drew Valentine,25,0.171,0.17600000000000002,0.682,0.02,0.05,1,2012-13
Duke Mondy,11,0.092,0.091,0.556,0.013999999999999999,0.039,1,2012-13
Ryan Bass,7,0.038,0.051,0.667,0.039,0.036000000000000004,0.25,2012-13
Raphael Carter,7,0.214,0.263,0.833,0.125,0,0,2012-13
Lloyd Neely II,5,0.267,0.5,1,0.25,1,1,2012-13
Dante Williams,3,0.111,0.105,0.667,0,0,NA,2012-13
Matt Poches,2,0.069,0.125,1,0,0,NA,2012-13
Travis Bader,2,0.027999999999999997,0,0,0.008,0.02,1,2012-13
Joey Asbury,1,0.25,0,0,0,NA,NA,2012-13
Total,99,0.12,0.14800000000000002,0.737,0.036000000000000004,0.057999999999999996,0.5710000000000001,2012-13
