name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Michael Carey,49,0.24600000000000002,0.259,0.638,0.037000000000000005,0,0,2015-16
Mike Aaman,39,0.198,0.154,0.42100000000000004,0.038,0.16699999999999998,1,2015-16
Henry Brooks,16,0.172,0.136,0.4,0.01,0,0,2015-16
Greg Senat,12,0.364,0.214,0.25,0,0,NA,2015-16
Dwaun Anderson,12,0.038,0.031,0.429,0.061,0.105,0.667,2015-16
Japhet Kadji,6,0.16,0.2,0.75,0.067,0.14300000000000002,0.5,2015-16
Romone Saunders,5,0.109,0.083,0.4,0,0,NA,2015-16
Devin Liggeons,5,0.267,0.25,0.25,0.25,0.5,1,2015-16
Corey Henson,5,0.021,0.024,0.5,0.024,0,0,2015-16
Jojo Cooper,1,0.021,0.053,1,0,0,NA,2015-16
Total,150,0.142,0.134,0.489,0.026000000000000002,0.031,0.41700000000000004,2015-16
