shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.449,0.5329999999999999,0.13,0.612,2015-16
2pt Jumpers,0.213,0.294,0.066,0.315,2015-16
3pt Shots,0.33799999999999997,0.326,0.012,0.32899999999999996,2015-16
