name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Moses Kingsley,29,0.196,0.225,0.8,0.045,0.013999999999999999,0.111,2016-17
Dustin Thomas,17,0.23199999999999998,0.233,0.769,0.046,0.036000000000000004,0.25,2016-17
Manuale Watkins,15,0.15,0.196,1,0.078,0.08800000000000001,0.5,2016-17
Jaylen Barford,14,0.057,0.048,0.556,0.031,0.05,0.5,2016-17
Trey Thompson,9,0.242,0.28,0.875,0.048,0,0,2016-17
Arlando Cook,8,0.205,0.222,0.75,0,0,NA,2016-17
Anton Beard,7,0.052000000000000005,0.054000000000000006,0.667,0.046,0,0,2016-17
Adrio Bailey,5,0.13,0.158,1,0.125,0,0,2016-17
Dusty Hannahs,5,0.023,0.018000000000000002,0.5,0.009000000000000001,0.027000000000000003,1,2016-17
Daryl Macon,1,0,0,NA,0.02,0,0,2016-17
Brachen Hazen,1,0.33299999999999996,1,1,0,NA,NA,2016-17
Total,111,0.106,0.12,0.789,0.038,0.03,0.258,2016-17
