name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Aaron Thomas,379,0.5670000000000001,0.505,0.46399999999999997,0.545,0.26,0.259,0.37799999999999995,0.135,0.27699999999999997,0.371,0.667,0.45399999999999996,0.8079999999999999,2013-14
Ian Miller,325,0.6,0.5489999999999999,0.19699999999999998,0.547,0.2,0.302,0.469,0.152,0.502,0.39899999999999997,0.631,0.33799999999999997,0.873,2013-14
Okaro White,323,0.608,0.551,0.48,0.684,0.44299999999999995,0.322,0.34600000000000003,0.47200000000000003,0.198,0.375,0.875,0.52,0.7979999999999999,2013-14
Devon Bookert,240,0.55,0.508,0.171,0.439,0,0.40399999999999997,0.392,0.053,0.425,0.431,0.773,0.325,0.782,2013-14
Montay Brandon,221,0.48400000000000004,0.43700000000000006,0.47100000000000003,0.5670000000000001,0.305,0.36700000000000005,0.29600000000000004,0.125,0.163,0.25,0.667,0.611,0.615,2013-14
Boris Bojanovsky,131,0.617,0.588,0.626,0.622,0.667,0.374,0.531,0.5,0,NA,NA,0.6409999999999999,0.679,2013-14
Robert Gilchrist,104,0.45999999999999996,0.466,0.5379999999999999,0.5710000000000001,0.75,0.375,0.308,0.667,0.087,0.33299999999999996,1,0.25,0.385,2013-14
Jarquez Smith,73,0.477,0.466,0.41100000000000003,0.767,0.565,0.35600000000000004,0.192,1,0.233,0.235,1,0.342,0.52,2013-14
Michael Ojo,64,0.521,0.547,0.6559999999999999,0.595,0.56,0.344,0.455,0.5,0,NA,NA,0.7340000000000001,0.426,2013-14
Joell Hokins,6,0.306,0.33299999999999996,0.33299999999999996,0.5,1,0.33299999999999996,0.5,1,0.33299999999999996,0,NA,1.3330000000000002,0.25,2013-14
Brandon Allen,5,0.8400000000000001,0.8,0.2,0,NA,0.4,0.5,0,0.4,1,1,0.4,1,2013-14
Marquez White,2,0.75,0.75,0,NA,NA,0,NA,NA,1,0.5,0,0,NA,2013-14
"WILBEKIN,SCOTTIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-14
Total,1873,0.56,0.517,0.402,0.5920000000000001,0.41,0.33,0.382,0.28,0.268,0.38,0.7170000000000001,0.456,0.722,2013-14
