name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Josh Scott,40,0.166,0.154,0.5710000000000001,0.038,0.055999999999999994,0.6,2015-16
Wesley Gordon,27,0.271,0.304,0.609,0.043,0.036000000000000004,0.25,2015-16
Tory Miller,27,0.292,0.364,0.769,0.019,0,0,2015-16
George King,20,0.172,0.212,0.647,0.032,0,0,2015-16
Tre'Shaun Fletcher,7,0.14300000000000002,0.179,0.7140000000000001,0,0,NA,2015-16
Josh Fortune,4,0.031,0.071,1,0.016,0,0,2015-16
Kenan Guzonjic,3,0.3,0.5,0.667,0,0,NA,2015-16
Xavier Talton,2,0.037000000000000005,0,0,0.019,0,0,2015-16
Dominique Collier,2,0.028999999999999998,0,0,0,0,NA,2015-16
Total,132,0.14800000000000002,0.18,0.6409999999999999,0.025,0.02,0.267,2015-16
