name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Peyton Aldridge,16,0.08800000000000001,0.07,0.5379999999999999,0.013000000000000001,0.032,1,2016-17
Nathan Ekwu,6,0.146,0.16,0.667,0,0,NA,2016-17
Rusty Reigel,6,0.172,0.133,0.4,0.062,0,0,2016-17
Will Magarity,5,0.062,0.071,0.8,0,0,NA,2016-17
Jack Gibbs,4,0.013000000000000001,0.012,0.5,0.018000000000000002,0.025,0.5,2016-17
Kishawn Pritchett,2,0.061,0.062,0.5,0,0,NA,2016-17
Jon Axel Gudmunsson,2,0.028999999999999998,0.054000000000000006,1,0,0,NA,2016-17
Andrew McAuliffe,2,0.065,0.095,1,0,0,NA,2016-17
Dusan Kovacevic,1,0.043,0.083,1,0,0,NA,2016-17
Total,44,0.061,0.065,0.632,0.013000000000000001,0.02,0.6,2016-17
