shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.389,0.569,0.10300000000000001,0.635,2019-20
2pt Jumpers,0.22899999999999998,0.35,0.049,0.368,2019-20
3pt Shots,0.382,0.331,0.004,0.332,2019-20
