name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Evan Bradds,15,0.052000000000000005,0.057,0.833,0.052000000000000005,0.09699999999999999,1,2015-16
Dylan Windler,14,0.295,0.353,0.9229999999999999,0.111,0,0,2015-16
Mack Mercer,12,0.196,0.171,0.6,0.042,0.105,1,2015-16
Amanze Egekeze,7,0.115,0.128,0.857,0,0,NA,2015-16
Tyler Hadden,4,0.25,0.111,0.25,0,0,NA,2015-16
Nick Smith,3,0.16699999999999998,0.2,1,0.33299999999999996,0.5,1,2015-16
Kevin McClain,3,0.019,0.03,1,0.07400000000000001,0.1,0.5,2015-16
Craig Bradshaw,3,0.022000000000000002,0.03,1,0.013999999999999999,0.043,1,2015-16
Taylor Barnette,1,0,0,NA,0.048,0,0,2015-16
Austin Luke,1,0,0,NA,0,0,NA,2015-16
Total,63,0.08,0.087,0.784,0.039,0.069,0.727,2015-16
