shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.37799999999999995,0.5479999999999999,0.096,0.607,2013-14
2pt Jumpers,0.305,0.391,0.055999999999999994,0.414,2013-14
3pt Shots,0.317,0.33799999999999997,0.004,0.34,2013-14
