name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Samuel Idowu,24,0.172,0.134,0.478,0.02,0,0,2017-18,SaintPeter's
Mamadou Ndaiye,14,0.237,0.242,0.5710000000000001,0,0,NA,2017-18,SaintPeter's
Quinn Taylor,14,0.136,0.129,0.5710000000000001,0,0,NA,2017-18,SaintPeter's
Davauhnte Turner,10,0.083,0.106,0.7,0,0,NA,2017-18,SaintPeter's
Julian Powell,5,0.33299999999999996,0.4,1,0.045,0.083,1,2017-18,SaintPeter's
Nnamdi Enechionyia,4,0.13,0.091,0.33299999999999996,0.019,0,0,2017-18,SaintPeter's
Nick Griffin,3,0.048,0.107,1,0,0,NA,2017-18,SaintPeter's
Jeremiah Livingston,3,0.188,0.25,0.33299999999999996,0,NA,NA,2017-18,SaintPeter's
Cameron Jones,2,0.024,0,0,0.033,0,0,2017-18,SaintPeter's
Elijah Gonzales,1,0,0,NA,0,0,NA,2017-18,SaintPeter's
Total,80,0.11699999999999999,0.12300000000000001,0.573,0.011000000000000001,0.006999999999999999,0.25,2017-18,SaintPeter's
