name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Bryson Williams,30,0.111,0.102,0.625,0.067,0.12,0.769,2019-20,UTEP
Efe Odigie,8,0.139,0.087,0.4,0.036000000000000004,0.055999999999999994,0.667,2019-20,UTEP
Eric Vila,6,0.25,0.2,0.4,0.071,0,0,2019-20,UTEP
Kaden Archie,6,0.161,0.235,0.8,0.053,0,0,2019-20,UTEP
Souley Boum,6,0.033,0.042,0.667,0.016,0.045,1,2019-20,UTEP
Anthony Tarke,4,0.25,0.222,0.667,0.062,0.2,1,2019-20,UTEP
Tydus Verhoeven,4,0.1,0.062,0.5,0.182,0,0,2019-20,UTEP
Deon Stroud,4,0.174,0.17600000000000002,0.75,0,0,NA,2019-20,UTEP
Daryl Edwards,3,0.032,0.016,0.33299999999999996,0,0,NA,2019-20,UTEP
Jordan Lathon,2,0,0,NA,0.044000000000000004,0,0,2019-20,UTEP
Total,73,0.086,0.081,0.5870000000000001,0.046,0.069,0.583,2019-20,UTEP
