name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Bonzie Colson,44,0.21899999999999997,0.21100000000000002,0.625,0.049,0.07,0.667,2016-17
Martinas Geben,14,0.23600000000000002,0.237,0.6920000000000001,0.1,0,0,2016-17
Austin Torres,11,0.289,0.19,0.364,NA,NA,NA,2016-17
Steve Vasturia,9,0.069,0.062,0.556,0,0,NA,2016-17
V.J. Beachem,9,0.055,0.051,0.6,0.036000000000000004,0.024,0.25,2016-17
T.J. Gibbs,3,0.031,0.034,0.5,0.055999999999999994,0,0,2016-17
Matt Farrell,3,0.009000000000000001,0.016,1,0.013000000000000001,0.036000000000000004,1,2016-17
John Mooney,2,0.667,0.667,1,0,NA,NA,2016-17
Matt Ryan,1,0,0,NA,0.111,0,0,2016-17
Rex Pflueger,1,0,0,NA,0,0,NA,2016-17
Total,97,0.109,0.10800000000000001,0.6,0.035,0.044000000000000004,0.5,2016-17
