name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Venky Jois,20,0.07,0.073,0.778,0.03,0.037000000000000005,0.5,2015-16,EasternWash.
Bogdan Bliznyuk,15,0.095,0.08900000000000001,0.5329999999999999,0,0,NA,2015-16,EasternWash.
Sir Washington,13,0.172,0.212,0.7,0.083,0.105,0.667,2015-16,EasternWash.
Jesse Hunt,6,0.316,0.385,0.833,0,0,NA,2015-16,EasternWash.
Julian Harrell,5,0.102,0.094,0.6,0,0,NA,2015-16,EasternWash.
Austin McBroom,3,0,0,NA,0.021,0.024,0.5,2015-16,EasternWash.
Kyle Reid,3,0.214,0.3,1,0,0,NA,2015-16,EasternWash.
VON,2,0.045,0.077,1,0.021,0,0,2015-16,EasternWash.
Bear Henderson,2,0.154,0.222,1,0,0,NA,2015-16,EasternWash.
Will Ferris,1,0.2,0,0,0,0,NA,2015-16,EasternWash.
Ty Gibson,1,0.2,0,0,NA,NA,NA,2015-16,EasternWash.
Total,71,0.086,0.09300000000000001,0.6940000000000001,0.023,0.027999999999999997,0.5,2015-16,EasternWash.
