shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.429,0.597,0.096,0.6609999999999999,2017-18
2pt Jumpers,0.245,0.43,0.064,0.45899999999999996,2017-18
3pt Shots,0.325,0.38299999999999995,0.013000000000000001,0.389,2017-18
