name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Mike Daum,25,0.138,0.16699999999999998,0.81,0.043,0.049,0.5,2015-16,SouthDakotaSt.
Reed Tellinghuisen,14,0.235,0.14800000000000002,0.33299999999999996,0.044000000000000004,0,0,2015-16,SouthDakotaSt.
Jake Bittle,12,0.113,0.121,0.5710000000000001,0.098,0.14300000000000002,0.6,2015-16,SouthDakotaSt.
Ian Theisen,10,0.185,0.19399999999999998,0.7,0,0,NA,2015-16,SouthDakotaSt.
Keaton Moffitt,9,0.091,0.083,0.5,0.023,0,0,2015-16,SouthDakotaSt.
Lane Severyn,6,0.33299999999999996,0.16699999999999998,0.33299999999999996,0.75,0.667,0.667,2015-16,SouthDakotaSt.
Deondre Parks,6,0.026000000000000002,0.032,0.667,0.008,0,0,2015-16,SouthDakotaSt.
Tevin King,5,0.09300000000000001,0.08,0.4,0,0,NA,2015-16,SouthDakotaSt.
Connor Devine,4,0.16699999999999998,0.188,0.75,0,0,NA,2015-16,SouthDakotaSt.
Logan Doyle,1,0.16699999999999998,0,0,0,NA,NA,2015-16,SouthDakotaSt.
Total,92,0.11,0.11599999999999999,0.595,0.027999999999999997,0.028999999999999998,0.43799999999999994,2015-16,SouthDakotaSt.
