name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
M.J. Rhett,31,0.2,0.214,0.7829999999999999,0.087,0.14300000000000002,0.5,2013-14,TennesseeSt.
Patrick Miller,16,0.045,0.04,0.5710000000000001,0.039,0.047,0.444,2013-14,TennesseeSt.
Kennedy Eubanks,14,0.21100000000000002,0.209,0.75,0.012,0,0,2013-14,TennesseeSt.
Alex Bates,7,0.6,0.6,0.5,0.14300000000000002,0,0,2013-14,TennesseeSt.
Jaleel Queary,7,0.048,0.071,1,0.081,0.055999999999999994,0.2,2013-14,TennesseeSt.
Jay Harris,6,0.040999999999999995,0.048,0.5,0.063,0.036000000000000004,0.25,2013-14,TennesseeSt.
Chaed Wellian,4,0.33299999999999996,0.375,1,0.077,0.111,1,2013-14,TennesseeSt.
Jamonte Graham,4,0.1,0.087,0.5,0,0,NA,2013-14,TennesseeSt.
Jordan Gaither,1,0.1,0,0,0,0,NA,2013-14,TennesseeSt.
Michael Green,1,0,0,NA,0.077,0,0,2013-14,TennesseeSt.
Ugo Mmonu,1,0,0,NA,0.059000000000000004,0,0,2013-14,TennesseeSt.
Total,92,0.11800000000000001,0.125,0.7,0.049,0.049,0.355,2013-14,TennesseeSt.
