name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Montae Glenn,32,0.295,0.327,0.6920000000000001,0.182,0.235,0.667,2016-17
Coye Simmons,18,0.424,0.455,0.7140000000000001,0.235,0,0,2016-17
Shawn O'Connell,16,0.28300000000000003,0.289,0.733,0.067,0,0,2016-17
Ike Smith,13,0.049,0.067,0.875,0.034,0,0,2016-17
B.J. Gladden,10,0.125,0.162,0.667,0.048,0,0,2016-17
Tookie Brown,4,0.006999999999999999,0,0,0.018000000000000002,0.027000000000000003,0.5,2016-17
Jake Allsmiller,1,0,0,NA,0,0,NA,2016-17
Brandon Wimberly,1,0.5,0.5,1,0,NA,NA,2016-17
Mike Hughes,1,0,0,NA,0.025,0.091,1,2016-17
Devonte Boykins,1,0.03,0,0,0,0,NA,2016-17
Total,97,0.114,0.13699999999999998,0.7070000000000001,0.048,0.039,0.3,2016-17
