name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Elijah Burns,23,0.138,0.161,0.818,0.026000000000000002,0,0,2019-20
Manny Camper,19,0.092,0.106,0.647,0.02,0,0,2019-20
Sammy Friday IV,12,0.155,0.184,0.636,0.091,0.16699999999999998,1,2019-20
Kyle  Young,10,0.188,0.19,0.444,0.33299999999999996,0,0,2019-20
Jalen Pickett,5,0.032,0,0,0.013000000000000001,0.026000000000000002,1,2019-20
Gary Harris,5,0.040999999999999995,0.068,1,0.038,0,0,2019-20
Donald Carey,4,0.055999999999999994,0.059000000000000004,0.5,0,0,NA,2019-20
Matt Hein,2,0.055999999999999994,0.1,1,0,0,NA,2019-20
Jimmy Ratliff,2,1,1,0.5,0,NA,NA,2019-20
Luke  Sutherland,1,1,1,1,0,NA,NA,2019-20
Jordan King,1,0,0,NA,0,0,NA,2019-20
Robert Mahala,1,1,1,1,NA,NA,NA,2019-20
Total,85,0.102,0.11900000000000001,0.6759999999999999,0.018000000000000002,0.02,0.429,2019-20
