name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Montay Brandon,24,0.136,0.14400000000000002,0.75,0.06,0.105,0.5,2014-15
Phil Cofer,23,0.23600000000000002,0.16,0.381,0.031,0.048,0.5,2014-15
Jarquez Smith,13,0.183,0.18899999999999997,0.636,0.036000000000000004,0.071,1,2014-15
Kiel Turpin,12,0.177,0.16699999999999998,0.636,0.016,0.034,1,2014-15
Boris Bojanovsky,10,0.16899999999999998,0.11900000000000001,0.5,0,0,NA,2014-15
Michael Ojo,8,0.16699999999999998,0.22699999999999998,0.833,0.133,0.4,1,2014-15
Robbie Berwick,4,0.091,0,0,0.133,0.25,0.5,2014-15
Xavier Rathan-Mayes,3,0.023,0,0,0,0,NA,2014-15
Brandon Allen,2,0.25,1,1,0.33299999999999996,0,0,2014-15
Devon Bookert,1,0,0,NA,0.016,0.05,1,2014-15
Total,100,0.136,0.124,0.578,0.027000000000000003,0.047,0.667,2014-15
