shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.429,0.5660000000000001,0.162,0.6759999999999999,2019-20
2pt Jumpers,0.213,0.35700000000000004,0.092,0.39299999999999996,2019-20
3pt Shots,0.358,0.28800000000000003,0.032,0.297,2019-20
