shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.275,0.675,0.06,0.718,2011-12,MoreheadSt.
2pt Jumpers,0.295,0.379,0.033,0.392,2011-12,MoreheadSt.
3pt Shots,0.43,0.33899999999999997,0.003,0.34,2011-12,MoreheadSt.
