shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.314,0.62,0.076,0.6709999999999999,2015-16
2pt Jumpers,0.307,0.361,0.069,0.38799999999999996,2015-16
3pt Shots,0.379,0.374,0.006,0.376,2015-16
