name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Ryan Canty,47,0.33899999999999997,0.34700000000000003,0.619,0.156,0.273,0.6,2012-13,Fordham
Travion Leonard,25,0.297,0.318,0.636,0.046,0,0,2012-13,Fordham
Chris Gaston,23,0.184,0.196,0.625,0.06,0.111,0.7140000000000001,2012-13,Fordham
Ryan Rhoomes,18,0.29600000000000004,0.33299999999999996,0.688,0.077,0.1,0.5,2012-13,Fordham
Bryan Smith,13,0.231,0.11800000000000001,0.222,0.051,0,0,2012-13,Fordham
Brandon Frazier,6,0.054000000000000006,0.083,0.8,0.008,0.026000000000000002,1,2012-13,Fordham
"TRAVION,LEONARD",4,0.1,0.16699999999999998,1,0.125,0.28600000000000003,1,2012-13,Fordham
Mandell Thomas,4,0.012,0.025,1,0.028999999999999998,0.028999999999999998,0.33299999999999996,2012-13,Fordham
Khalid Robinson,2,1,1,0.5,0,0,NA,2012-13,Fordham
"SHORT,JEFFREY",2,0.071,0.1,0.5,0,0,NA,2012-13,Fordham
Leo Walsh,1,0.5,1,1,NA,NA,NA,2012-13,Fordham
Jermaine Myers,1,0.055999999999999994,0.077,1,0,0,NA,2012-13,Fordham
Total,146,0.18899999999999997,0.213,0.622,0.040999999999999995,0.064,0.52,2012-13,Fordham
