name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Shevon Thompson,40,0.221,0.263,0.862,0.145,0.24,0.545,2015-16
Jalen Jenkins,26,0.192,0.22899999999999998,0.733,0.113,0.128,0.455,2015-16
Marko Gujanicic,24,0.35700000000000004,0.345,0.667,0.095,0.162,0.667,2015-16
Deandre Abram,11,0.16699999999999998,0.24,0.75,0.057,0.055999999999999994,0.33299999999999996,2015-16
Jaire Grayer,10,0.161,0.10300000000000001,0.33299999999999996,0.01,0,0,2015-16
Marquise Moore,8,0.027999999999999997,0.039,0.75,0.034,0.061,0.5,2015-16
Kameron Murrell,3,0.14300000000000002,0,0,0.11800000000000001,1,0.5,2015-16
Otis Livingston II,2,0.027000000000000003,0.051,1,0,0,NA,2015-16
Julian Royal,2,0.25,0.33299999999999996,1,0.25,1,1,2015-16
Danny Dixon,2,0.25,0.33299999999999996,1,0,0,NA,2015-16
Total,128,0.145,0.179,0.733,0.059000000000000004,0.091,0.524,2015-16
