name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Quinton Rose,13,0.065,0.09300000000000001,0.8,0.012,0.043,1,2019-20,Temple
Jake Forrester,13,0.14800000000000002,0.153,0.6920000000000001,0,0,NA,2019-20,Temple
J.P. Moorman II,9,0.21899999999999997,0.267,0.5710000000000001,0.036000000000000004,0,0,2019-20,Temple
Nate Pierre-Louis,8,0.040999999999999995,0.013000000000000001,0.16699999999999998,0,0,NA,2019-20,Temple
Damion Moore,6,0.19,0.16699999999999998,0.5,0.077,0,0,2019-20,Temple
Arashma Parks,5,0.192,0.2,0.6,0,0,NA,2019-20,Temple
De'Vondre Perry,3,0.054000000000000006,0.077,1,0.071,0.33299999999999996,1,2019-20,Temple
Alani Moore II,3,0.087,0.1,0.5,0,0,NA,2019-20,Temple
Josh Pierre-Louis,2,0.053,0.091,1,0,NA,NA,2019-20,Temple
Monty Scott,2,0.017,0.033,1,0.019,0.042,1,2019-20,Temple
Justyn Hamilton,2,0.069,0.111,1,0,0,NA,2019-20,Temple
Damian Dunn,1,NA,NA,NA,0.33299999999999996,NA,0,2019-20,Temple
Total,67,0.083,0.095,0.648,0.016,0.024,0.444,2019-20,Temple
