shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.331,0.5720000000000001,0.105,0.639,2011-12,American
2pt Jumpers,0.331,0.353,0.054000000000000006,0.373,2011-12,American
3pt Shots,0.337,0.31,0,0.31,2011-12,American
