name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Rhamel Brown,47,0.19,0.209,0.659,0.07,0.083,0.33299999999999996,2012-13,Manhattan
Emmy Andujar,15,0.099,0.12300000000000001,0.6,0,0,NA,2012-13,Manhattan
Roberto Colonette,11,0.156,0.26899999999999996,1,0.16,0.222,0.5,2012-13,Manhattan
Ryan McCoy,4,0.444,0.5,0.5,0,NA,NA,2012-13,Manhattan
Michael Alvarado,4,0.053,0.059000000000000004,0.5,0,0,NA,2012-13,Manhattan
Donovan Kates,4,0.083,0.15,0.75,0,0,NA,2012-13,Manhattan
CJ Jones,2,0.036000000000000004,0.1,1,0.034,0,0,2012-13,Manhattan
Shane Richards,2,0.059000000000000004,0.125,1,0.111,0,0,2012-13,Manhattan
Rashawn Stores,1,0,0,NA,0.038,0,0,2012-13,Manhattan
Mohamed Koita,1,0.077,0.125,1,0,0,NA,2012-13,Manhattan
Adam Lacey,1,0.5,0,0,0,NA,NA,2012-13,Manhattan
Total,92,0.12,0.156,0.6709999999999999,0.035,0.038,0.3,2012-13,Manhattan
