name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jonathan Galloway,31,0.267,0.247,0.613,0,0,NA,2018-19,UCIrvine
Elston Jones,22,0.17300000000000001,0.131,0.47100000000000003,0.061,0.09699999999999999,0.6,2018-19,UCIrvine
Collin Welp,20,0.175,0.203,0.765,0.031,0.022000000000000002,0.33299999999999996,2018-19,UCIrvine
Tommy Rutherford,11,0.11800000000000001,0.083,0.444,0.02,0.021,0.5,2018-19,UCIrvine
JC Butler,5,0.278,0.273,0.6,0,0,NA,2018-19,UCIrvine
Max Hazzard,5,0.013999999999999999,0,0,0.042,0.04,0.33299999999999996,2018-19,UCIrvine
Solomon Ruddell,4,0.4,0.429,0.75,0,0,NA,2018-19,UCIrvine
Robert Cartwright,3,0.01,0,0,0.027999999999999997,0.1,1,2018-19,UCIrvine
Edgar John,3,0.043,0.077,1,0.017,0,0,2018-19,UCIrvine
Darrian Traylor,2,0.125,0.25,1,0,NA,NA,2018-19,UCIrvine
Eyassu Worku,2,0.012,0,0,0.011000000000000001,0,0,2018-19,UCIrvine
Evan Leonard,1,0.016,0,0,0,0,NA,2018-19,UCIrvine
Total,109,0.111,0.113,0.589,0.025,0.026000000000000002,0.43799999999999994,2018-19,UCIrvine
