name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Xeyrius Williams,20,0.158,0.185,0.667,0.026000000000000002,0.036000000000000004,0.5,2019-20,Akron
Tyler Cheese,18,0.115,0.11,0.529,0.012,0.031,1,2019-20,Akron
Camron Reece,10,0.099,0.098,0.6,0,0,NA,2019-20,Akron
Deng Riak,8,0.14300000000000002,0.17600000000000002,0.75,0,0,NA,2019-20,Akron
Jaden Sayles,7,0.24100000000000002,0.25,0.5710000000000001,0,0,NA,2019-20,Akron
"CRISTIANJACKSON,LOREN",5,0.008,0.013999999999999999,1,0.016,0.038,1,2019-20,Akron
Ali Ali,1,0.071,0,0,0,0,NA,2019-20,Akron
Enrique Freeman,1,1,1,1,NA,NA,NA,2019-20,Akron
Channel Banks,1,0.023,0,0,0,0,NA,2019-20,Akron
Total,71,0.09,0.09699999999999999,0.607,0.013000000000000001,0.025,0.75,2019-20,Akron
