shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.341,0.5720000000000001,0.121,0.652,2013-14,Maryland
2pt Jumpers,0.336,0.33299999999999996,0.102,0.371,2013-14,Maryland
3pt Shots,0.32299999999999995,0.341,0.011000000000000001,0.345,2013-14,Maryland
