name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Charles Mitchell,47,0.33899999999999997,0.361,0.684,0.132,0.095,0.222,2013-14
Evan Smotrycz,18,0.21899999999999997,0.214,0.562,0.027999999999999997,0,0,2013-14
Shaquille Cleare,11,0.244,0.25,0.7,0.036000000000000004,0,0,2013-14
Dez Wells,10,0.065,0.037000000000000005,0.33299999999999996,0.008,0.018000000000000002,1,2013-14
Jake Layman,10,0.13,0.146,0.7,0,0,NA,2013-14
Nick Faust,8,0.078,0.065,0.5,0.054000000000000006,0.111,0.5,2013-14
Damonte Dodd,8,0.33299999999999996,0.28600000000000003,0.5,0.5710000000000001,NA,0,2013-14
Jonathan Graham,7,0.24100000000000002,0.222,0.5710000000000001,0,0,NA,2013-14
Roddy Peters,2,0.013999999999999999,0,0,0.022000000000000002,0,0,2013-14
Seth Allen,1,0,0,NA,0,0,NA,2013-14
Total,122,0.14800000000000002,0.15,0.604,0.04,0.025,0.2,2013-14
