shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.33799999999999997,0.568,0.156,0.674,2013-14,LSU
2pt Jumpers,0.36700000000000005,0.319,0.122,0.364,2013-14,LSU
3pt Shots,0.295,0.358,0.003,0.359,2013-14,LSU
