name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Keljin Blevins,18,0.106,0.105,0.5329999999999999,0.04,0.043,0.33299999999999996,2017-18,MontanaSt.
Konner Frey,17,0.16899999999999998,0.192,0.769,0.086,0,0,2017-18,MontanaSt.
Tyler Hall,10,0.08,0.1,0.75,0.027000000000000003,0,0,2017-18,MontanaSt.
Zach Green,7,0.146,0.087,0.33299999999999996,0.016,0,0,2017-18,MontanaSt.
Benson Osayande,7,0.28,0.33299999999999996,0.5710000000000001,0,0,NA,2017-18,MontanaSt.
Devonte Klines,6,0.044000000000000004,0.078,1,0.016,0,0,2017-18,MontanaSt.
Sam Neumann,5,0.139,0.111,0.6,0,0,NA,2017-18,MontanaSt.
Luke Schultz,2,0.16699999999999998,0,0,0.5,0.5,1,2017-18,MontanaSt.
Mvuezolo Joe,2,0.017,0.025,1,0.013000000000000001,0,0,2017-18,MontanaSt.
Harald Frey,1,0.013000000000000001,0.023,1,0,0,NA,2017-18,MontanaSt.
Total,75,0.08900000000000001,0.09699999999999999,0.638,0.024,0.011000000000000001,0.154,2017-18,MontanaSt.
