shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.33,0.672,0.053,0.71,2017-18
2pt Jumpers,0.298,0.414,0.048,0.434,2017-18
3pt Shots,0.37200000000000005,0.35200000000000004,0.006999999999999999,0.355,2017-18
