shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.405,0.586,0.134,0.6779999999999999,2018-19
2pt Jumpers,0.23199999999999998,0.36,0.057999999999999996,0.382,2018-19
3pt Shots,0.363,0.353,0.006,0.355,2018-19
