start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.11699999999999999,0.562,0.51,0.677,0.17,0.455,0.32,0.29,2013-14,EastCarolina
"Rebound, 11-30 s",0.225,0.505,0.324,0.645,0.321,0.375,0.35600000000000004,0.331,2013-14,EastCarolina
"Score, 0-10 s",0.06,0.52,0.38,0.605,0.24,0.33299999999999996,0.38,0.368,2013-14,EastCarolina
"Score, 11-30 s",0.408,0.457,0.244,0.5539999999999999,0.337,0.36200000000000004,0.418,0.317,2013-14,EastCarolina
"Steal, 0-10 s",0.067,0.7390000000000001,0.7390000000000001,0.7559999999999999,0.081,0.556,0.18,0.5,2013-14,EastCarolina
"Steal, 11-30 s",0.025,0.44,0.429,0.5,0.19,0.25,0.381,0.312,2013-14,EastCarolina
Transition,0.244,0.6,0.541,0.6940000000000001,0.163,0.424,0.29600000000000004,0.35,2013-14,EastCarolina
