name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Erik Etherly,35,0.124,0.138,0.667,0.078,0.15,0.6,2011-12
Justin Drummond,26,0.163,0.162,0.5,0.032,0,0,2011-12
Shane Walker,21,0.22699999999999998,0.295,0.765,0.043,0.033,0.25,2011-12
Dylon Cormier,20,0.11699999999999999,0.09,0.444,0.037000000000000005,0,0,2011-12
Anthony Winbush,10,0.196,0.28,0.778,0.05,0,0,2011-12
Julius Brooks,6,0.462,0.5,0.667,0,NA,NA,2011-12
Jordan Latham,6,0.2,0.444,0.667,0,0,NA,2011-12
Robert Olson,3,0.043,0.07400000000000001,1,0.018000000000000002,0,0,2011-12
Pierson Williams,2,0,NA,NA,0.667,NA,0,2011-12
J'hared Hall,1,0.083,0,0,0,NA,NA,2011-12
Total,130,0.141,0.159,0.622,0.038,0.026000000000000002,0.21100000000000002,2011-12
