name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Cameron Forte,47,0.11699999999999999,0.11800000000000001,0.6970000000000001,0.094,0.062,0.231,2015-16,PortlandSt.
Isaiah Pineiro,17,0.109,0.133,0.8,0.047,0.044000000000000004,0.429,2015-16,PortlandSt.
Collin Spickerman,9,0.135,0.122,0.7140000000000001,0.024,0.067,1,2015-16,PortlandSt.
De'Sean Parsons,6,0.07400000000000001,0.08,0.8,0.018000000000000002,0.045,1,2015-16,PortlandSt.
Zach Gengler,5,0.027000000000000003,0.03,1,0.051,0.125,1,2015-16,PortlandSt.
Armani Collins,3,0.33299999999999996,0,0,0.2,0.25,0.5,2015-16,PortlandSt.
Caleen Robinson,3,0.06,0.061,0.667,0,0,NA,2015-16,PortlandSt.
Bryce White,2,0.026000000000000002,0.038,1,0.021,0.091,1,2015-16,PortlandSt.
Montie Leunan,1,0.2,0,0,NA,NA,NA,2015-16,PortlandSt.
Donivine Stewart,1,0.016,0.03,1,0,0,NA,2015-16,PortlandSt.
Khari Holloway,1,0.077,0,0,0,0,NA,2015-16,PortlandSt.
Daniel Davydov,1,0.5,0.5,1,0,NA,NA,2015-16,PortlandSt.
Total,96,0.092,0.09300000000000001,0.708,0.043,0.055999999999999994,0.483,2015-16,PortlandSt.
