name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Ethan Esposito,22,0.165,0.191,0.684,0.044000000000000004,0.043,0.33299999999999996,2018-19,SacramentoSt.
Joshua Patton,17,0.087,0.092,0.75,0.016,0,0,2018-19,SacramentoSt.
Osi Nwachukwu,16,0.193,0.207,0.75,0,0,NA,2018-19,SacramentoSt.
Marcus Graves,8,0.035,0.031,0.5,0,0,NA,2018-19,SacramentoSt.
Chibueze Jacobs,6,0.114,0.12,0.6,0.043,0,0,2018-19,SacramentoSt.
Calvin Martin,5,0.156,0.235,0.8,0,0,NA,2018-19,SacramentoSt.
Bryce Fowler,5,0.062,0.083,0.8,0,0,NA,2018-19,SacramentoSt.
"M.LE'AFA,IZAYAH",2,0.023,0,0,0,0,NA,2018-19,SacramentoSt.
Izayah Mauriohooho-Le'afa,1,0,0,NA,0,NA,NA,2018-19,SacramentoSt.
James Bridges,1,0,0,NA,0.33299999999999996,0,0,2018-19,SacramentoSt.
Total,83,0.094,0.106,0.6990000000000001,0.012,0.006999999999999999,0.16699999999999998,2018-19,SacramentoSt.
